Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250900-València - Nazaret Met-2
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	Veloc.máx.
12/01/2024	06	0,3	285	7	61	1022	0	0	0,8
12/01/2024	07	2,4	267	6,9	59	1022	0	0	5,1
12/01/2024	08	1,4	263	7	57	1023	9	0	2,7
12/01/2024	09	1,6	269	9,9	47	1023	138	0	3,5
12/01/2024	10	1,4	248	10,9	45	1024	292	0	2,8
12/01/2024	11	1	244	13,1	44	1024	408	0	2,5
12/01/2024	12	0,8	195	14,4	45	1024	480	0	2,2
12/01/2024	13	1,6	161	14	51	1023	449	0	3,4
12/01/2024	14	1,8	112	15	51	1022	518	0	4
12/01/2024	15	2,1	114	14,4	56	1022	322	0	4,7
12/01/2024	16	2,1	141	14,7	59	1022	189	0	4,8
12/01/2024	17	2,3	162	12,4	71	1022	7	0	5,2
12/01/2024	18	0,7	200	11,4	75	1022	0	0	2,2
12/01/2024	19	0,3	227	10,7	79	1022	0	0	0,8
12/01/2024	20	0,5	252	10,3	79	1022	0	0	1
12/01/2024	21	0,1	278	10,2	78	1022	0	0	0,3
12/01/2024	22	0,2	229	9,4	79	1022	0	0	0,6
12/01/2024	23	0,3	230	8,3	81	1022	0	0	0,8
13/01/2024	00	0,3	226	7,7	83	1022	0	0	1
13/01/2024	01	0,9	240	7,3	83	1022	0	0	1,7
13/01/2024	02	0,1	230	7,5	81	1022	0	0	0,3
13/01/2024	03	0,4	218	6,7	82	1022	0	0	0,9
13/01/2024	04	0,3	246	6,3	82	1021	0	0	0,8
13/01/2024	05	0,3	215	5,6	83	1021	0	0	0,7
13/01/2024	06	0,4	239	5,5	82	1021	0	0	0,9
13/01/2024	07	0,3	208	5,5	82	1021	0	0	0,7
13/01/2024	08	0,6	233	6	79	1021	2	0	1,2
13/01/2024	09	0,2	228	7,5	76	1022	58	0	0,5
13/01/2024	10	0,1	179	10,5	67	1022	215	0	0,4
13/01/2024	11	0,3	252	11,5	60	1022	200	0	1
13/01/2024	12	0,4	82	14,5	51	1021	400	0	0,9
13/01/2024	13	0,5	126	16,3	48	1020	473	0	1,3
13/01/2024	14	0,8	137	16,8	49	1019	407	0	1,9
13/01/2024	15	1,7	75	15,7	58	1019	267	0	3,6
13/01/2024	16	1,5	80	14	70	1019	61	0	3,1
13/01/2024	17	0,4	70	13,5	73	1019	3	0	1,3
13/01/2024	18	0,1	26	13,4	76	1019	0	0	0,3
13/01/2024	19	0,2	356	13,3	77	1018	0	0	0,3
13/01/2024	20	0,1	279	12,8	78	1018	0	0	0,3
13/01/2024	21	0,1	245	12,4	79	1018	0	0	0,3
13/01/2024	22	0,4	229	11,8	79	1018	0	0	0,9
13/01/2024	23	0,2	222	11,5	79	1017	0	0	0,9
14/01/2024	00	0,1	239	11,6	78	1016	0	0	0,3
14/01/2024	01	0,2	211	11,8	74	1016	0	0	0,5
14/01/2024	02	1,3	216	13,5	61	1015	0	0	2,8
14/01/2024	03	1,2	214	14,8	52	1015	0	0	2,8
14/01/2024	04	1	184	15,3	49	1014	0	0	2,7
14/01/2024	05	1	202	15,8	46	1014	0	0	3
14/01/2024	06	1,8	204	16,2	43	1014	0	0	4,3
14/01/2024	07	1,9	212	16,2	42	1014	0	0	4,3
14/01/2024	08	3,9	224	17,1	38	1014	0	0	8,3
14/01/2024	09	3,2	224	17,5	37	1014	81	0	8,6
14/01/2024	10	5,7	234	18,4	37	1014	174	0	12,4
14/01/2024	11	7	234	19	36	1014	250	0	14,3
14/01/2024	12	3,9	241	19,4	35	1014	176	0	9,3
14/01/2024	13	2,9	202	19,7	33	1013	78	0	6,4
14/01/2024	14	2	171	20,5	32	1012	127	0	6,2
14/01/2024	15	5,4	212	22,4	28	1011	249	0	12,2
14/01/2024	16	4,7	209	22,6	26	1010	78	0	9,9
14/01/2024	17	5,1	203	22,1	27	1010	43	0	11,4
14/01/2024	18	4,6	211	21,2	28	1011	0	0	10,8
14/01/2024	19	4,8	240	20,7	32	1010	0	0	11,2
14/01/2024	20	2,3	232	19,6	38	1011	0	0	4,8
14/01/2024	21	1,1	212	19	42	1011	0	0	2,6
14/01/2024	22	1,7	219	18,9	44	1011	0	0	3,9
14/01/2024	23	2	219	18,6	46	1011	0	0	4,7
15/01/2024	00	3,6	247	18,1	51	1010	0	0	7,3
15/01/2024	01	3,9	250	17,2	56	1010	0	0	8,8
15/01/2024	02	2,4	244	16,8	58	1010	0	0	5,9
15/01/2024	03	3,9	240	16,8	59	1010	0	0	7,8
15/01/2024	04	4,4	236	17	59	1009	0	0	8,4
15/01/2024	05	5,4	238	17,6	59	1009	0	0	10,8
15/01/2024	06	4	226	17,6	61	1009	0	0	9,4
15/01/2024	07	4,6	233	17,5	62	1009	0	0	10,1
15/01/2024	08	5,2	230	17	65	1008	0	0	11,5
15/01/2024	09	7	240	17,4	66	1009	3	0	13,4
15/01/2024	10	8,8	251	18,1	65	1009	41	0	16,3
15/01/2024	11	9,2	254	18,6	64	1009	79	0	18,8
15/01/2024	12	6,5	259	19,1	63	1008	88	0	12,3
15/01/2024	13	5,6	243	19,5	63	1008	98	0	11,7
15/01/2024	14	5,7	237	19,5	64	1007	110	0	12,1
15/01/2024	15	3,9	228	20	64	1007	113	0	8,6
15/01/2024	16	4,7	229	21,2	58	1007	56	0	11,6
15/01/2024	17	5,2	233	21,2	58	1007	10	0	10,9
15/01/2024	18	5,5	227	20,4	61	1007	0	0	11,4
15/01/2024	19	5,8	229	20,1	61	1008	0	0	10,6
15/01/2024	20	4,2	225	19,8	61	1009	0	0	8,3
15/01/2024	21	4,4	227	19,6	63	1008	0	0	8,3
15/01/2024	22	3,8	225	19,3	68	1008	0	0	9,3
15/01/2024	23	7,1	231	19,3	69	1008	0	0	14,1
16/01/2024	00	6,2	234	19,1	70	1009	0	0	10,8
16/01/2024	01	7,8	240	19,4	69	1008	0	0	15,5
16/01/2024	02	8,6	242	19,4	68	1008	0	0	14,7
16/01/2024	03	6,2	243	19,2	69	1009	0	0	12,1
16/01/2024	04	6,4	246	19,3	69	1008	0	0	12
16/01/2024	05	2,9	213	19	70	1008	0	0	7
16/01/2024	06	1,5	195	18,7	71	1008	0	0	3,8
16/01/2024	07	3,6	222	19,5	66	1008	0	0	8,2
16/01/2024	08	1,7	185	19,4	66	1008	9	0	4,3
16/01/2024	09	3,6	233	20,3	62	1008	46	0	7,1
16/01/2024	10	5,3	236	20,8	59	1008	130	0	10,9
16/01/2024	11	2,6	219	22	53	1009	197	0	6,5
16/01/2024	12	3,4	229	21,2	55	1008	42	0	8,7
16/01/2024	13	4	235	21,2	56	1008	55	0	8,3
16/01/2024	14	4,4	238	22,2	50	1007	150	0	10,1
16/01/2024	15	5,8	229	23,1	40	1006	212	0	12
16/01/2024	16	6,4	235	23,2	33	1006	78	0	12,5
16/01/2024	17	5,6	246	22,5	35	1006	4	0	11,7
16/01/2024	18	3,2	227	21,5	39	1007	0	0	6,9
16/01/2024	19	3,3	217	20,9	37	1007	0	0	7,5
16/01/2024	20	5	236	21,4	29	1008	0	0	11,1
16/01/2024	21	5,8	247	21,3	29	1007	0	0	12
16/01/2024	22	7,4	239	20,8	37	1008	0	0	16,1
16/01/2024	23	7,7	228	19,4	54	1008	0	0	16,5
17/01/2024	00	3,3	225	18,3	60	1007	0	0	7,3
17/01/2024	01	0,8	260	17,6	63	1005	0	0	2,1
17/01/2024	02	0,6	247	17,1	65	1004	0	0	1,5
17/01/2024	03	0,4	220	16,4	67	1004	0	0	1,2
17/01/2024	04	0,2	172	15,5	70	1003	0	0	0,3
17/01/2024	05	0,4	175	15,4	71	1001	0	0	1
17/01/2024	06	0,6	200	14,7	74	1001	0	0	1,5
17/01/2024	07	0,1	222	14,9	71	1001	0	0	0,3
17/01/2024	08	0,6	212	15,2	69	1001	0	0	1,4
17/01/2024	09	1,4	191	16,6	62	1000	22	0	3,4
17/01/2024	10	1,6	206	19	55	1000	113	0	3,7
17/01/2024	11	7,5	244	20,5	51	1001	280	0	16,3
17/01/2024	12	8,3	234	22,1	46	999	483	0	17,1
17/01/2024	13	10	231	23,2	38	998	482	0	20,3
17/01/2024	14	11,2	235	23,7	33	997	459	0	24,9
17/01/2024	15	10	240	23,6	33	997	333	0	21,9
17/01/2024	16	11,3	232	22,5	39	998	160	0	24,3
17/01/2024	17	10,2	244	19,4	50	999	9	0	20,6
17/01/2024	18	7,4	232	18,3	58	1000	0	0	16,5
17/01/2024	19	3,7	220	17,5	64	1001	0	0	9,8
17/01/2024	20	8,4	227	18,7	55	1001	0	0	19,8
17/01/2024	21	8,9	228	19,2	51	1001	0	0	20,9
17/01/2024	22	10,7	230	19,2	52	1002	0	0	22,2
17/01/2024	23	7,7	224	18,7	53	1003	0	0	17,7
18/01/2024	00	5,5	210	18,3	54	1003	0	0	12,6
18/01/2024	01	5,2	224	18,1	56	1003	0	0	12,5
18/01/2024	02	6,6	228	18,2	55	1003	0	0	14
18/01/2024	03	6,8	234	18,2	56	1003	0	0	14,3
18/01/2024	04	6	250	18,1	57	1003	0	0	12,6
18/01/2024	05	7,5	254	17,9	58	1003	0	0	16,4
18/01/2024	06	7,7	235	17,8	57	1004	0	0	15,7
18/01/2024	07	7,9	245	17,9	57	1004	0	0	16,9
18/01/2024	08	2,5	205	17,9	57	1005	0	0	6,4
18/01/2024	09	6,6	226	18,2	57	1005	44	0	13,4
18/01/2024	10	7,1	226	19,2	55	1006	177	0	15,6
18/01/2024	11	5,5	220	20,5	52	1006	300	0	12,3
18/01/2024	12	4,5	231	20,7	50	1006	164	0	10,6
18/01/2024	13	5,3	234	21,5	46	1006	277	0	12,2
18/01/2024	14	5,9	243	22,9	41	1005	374	0	12,3
18/01/2024	15	5,1	247	23	40	1004	213	0	11,4
18/01/2024	16	4,2	224	22,5	42	1005	99	0	10
18/01/2024	17	3,4	207	21,9	47	1005	46	0	8,4
18/01/2024	18	3	222	20,5	50	1006	0	0	6,8
18/01/2024	19	2,9	214	19,5	56	1006	0	0	6,3
18/01/2024	20	2,4	231	19	59	1007	0	0	5,9
18/01/2024	21	1,6	210	18,7	61	1007	0	0	4
18/01/2024	22	0,8	203	18,4	63	1007	0	0	1,8
18/01/2024	23	1	226	18	65	1007	0	0	2,8
19/01/2024	00	1	213	17,7	68	1007	0	0	3
19/01/2024	01	1,4	238	17,1	70	1006	0	0	3,7
19/01/2024	02	1,4	263	17	69	1005	0	0	4
19/01/2024	03	0,5	201	16,3	72	1005	0	0	1,3
19/01/2024	04	0,3	225	15,7	73	1005	0	0	0,9
19/01/2024	05	0,1	236	15,2	72	1005	0	0	0,3
