Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250049-València-Conselleria Meteo.
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	Veloc.máx.
02/01/2024	18	4,6	253	17,8	50	1004	0	0	12,2
02/01/2024	19	2,8	245	17,5	53	1005	0	0	8,6
02/01/2024	20	3	242	17,4	55	1005	0	0	8,8
02/01/2024	21	1,6	235	17,3	56	1005	0	0	7,3
02/01/2024	22	1,6	258	17,3	56	1005	0	0	7,2
02/01/2024	23	1	227	17,2	57	1005	0	0	5
03/01/2024	00	1,5	198	17,3	58	1005	0	0	5,8
03/01/2024	01	2,9	229	17,1	60	1004	0	0	8,9
03/01/2024	02	2,6	235	17	60	1004	0	0	8,8
03/01/2024	03	3,9	257	17,1	60	1004	0	0	11,4
03/01/2024	04	3,4	217	17	60	1003	0	0	6,9
03/01/2024	05	2,5	183	16,4	63	1003	0	0	6,6
03/01/2024	06	5,5	225	16,8	63	1003	0	0	10,2
03/01/2024	07	5,7	240	16,8	64	1004	0	0	11,6
03/01/2024	08	5,5	254	16,7	64	1004	10	0	13,5
03/01/2024	09	5	249	16,9	65	1004	69	0	13,1
03/01/2024	10	6,6	262	16,9	66	1005	108	0	17,6
03/01/2024	11	6,2	261	17,3	63	1005	305	0	16,9
03/01/2024	12	7,1	260	19,2	56	1004	516	0	17,7
03/01/2024	13	7,1	257	20,5	52	1003	455	0	17,3
03/01/2024	14	6,3	262	21,4	50	1002	424	0	15,6
03/01/2024	15	5	260	21,9	48	1001	332	0	14
03/01/2024	16	5,9	257	21,4	49	1001	189	0	16,8
03/01/2024	17	7,3	277	19,9	54	1002	19	0	17,3
03/01/2024	18	5,9	268	18,9	57	1002	0	0	14,4
03/01/2024	19	4	281	18,3	59	1002	0	0	11,1
03/01/2024	20	3,3	275	18,2	59	1003	0	0	8,9
03/01/2024	21	5,2	273	18,1	61	1003	0	0	11,8
03/01/2024	22	6	277	17,7	65	1003	0	0	14,1
03/01/2024	23	5,6	293	17,6	63	1004	0	0	12,9
04/01/2024	00	4,8	293	17,6	62	1004	0	0	11,2
04/01/2024	01	2,4	279	17,1	64	1004	0	0	7,4
04/01/2024	02	2,7	275	16,2	71	1004	0	0	7,6
04/01/2024	03	1,8	267	15,6	74	1003	0	0	7
04/01/2024	04	1,3	266	15,3	76	1003	0	0	5,8
04/01/2024	05	1,3	263	15,1	77	1003	0	0	5,6
04/01/2024	06	2,3	218	15,2	77	1003	0	0	5,3
04/01/2024	07	3	206	14,8	79	1003	0	0	6,2
04/01/2024	08	3,2	216	14,5	80	1003	17	0	6,6
04/01/2024	09	1,8	251	15,2	76	1003	94	0	5,9
04/01/2024	10	0,3	288	16,2	71	1003	172	0	4,1
04/01/2024	11	0,1	281	19,3	59	1003	360	0	0,9
04/01/2024	12	0,1	217	21,7	48	1002	444	0	1
04/01/2024	13	0,1	325	20,8	52	1001	327	0	1,6
04/01/2024	14	0,3	108	19,7	58	1000	263	0	1,7
04/01/2024	15	0,2	228	19,7	59	999	258	0	2,5
04/01/2024	16	1,4	145	17,3	68	998	79	0	4,8
04/01/2024	17	3	127	16	75	998	17	0	6,8
04/01/2024	18	0,6	105	15,5	78	998	0	0	3,7
04/01/2024	19	0,3	87	14,6	90	998	0	0	2,4
04/01/2024	20	0,9	35	14,1	94	997	0	0	3,6
04/01/2024	21	0,1	28	14	92	997	0	0	0,7
04/01/2024	22	1,3	345	13,8	90	997	0	0	4,3
04/01/2024	23	0,1	264	13,6	93	996	0	0,4	1,8
05/01/2024	00	0,7	258	13,6	93	996	0	0	3,2
05/01/2024	01	0,9	261	13,9	91	994	0	0	4,7
05/01/2024	02	2,1	270	13,6	87	994	0	0	6,3
05/01/2024	03	2,5	233	14,1	81	993	0	0	6,4
05/01/2024	04	5,4	242	13,9	79	992	0	0	12,1
05/01/2024	05	6	241	13,5	79	992	0	0	12,6
05/01/2024	06	5,2	238	13,1	78	992	0	0	11
05/01/2024	07	5,2	265	13,3	71	991	0	0	14,2
05/01/2024	08	3,9	255	13	72	992	19	0	10,7
05/01/2024	09	4,6	237	13,7	69	992	194	0	10,2
05/01/2024	10	4,3	252	14,8	62	992	349	0	12,6
05/01/2024	11	5,5	285	15,5	51	992	455	0	13,1
05/01/2024	12	5,6	282	15,9	45	991	432	0	13,8
05/01/2024	13	6,6	293	16	45	990	474	0	15,6
05/01/2024	14	5,7	305	15,7	44	990	366	0	15,5
05/01/2024	15	9,4	305	15	44	990	203	0	21,4
05/01/2024	16	6,7	303	13,7	43	991	68	0	17,2
05/01/2024	17	3,4	310	13,3	44	992	14	0	11,1
05/01/2024	18	2,9	307	13,4	44	993	0	0	10
05/01/2024	19	6,1	305	13,6	44	994	0	0	14,9
05/01/2024	20	7,4	309	13,4	44	994	0	0	17,3
05/01/2024	21	6,2	297	13,2	43	995	0	0	16
05/01/2024	22	5,3	298	12,8	40	995	0	0	14,3
05/01/2024	23	5	304	12,6	40	996	0	0	13,8
06/01/2024	00	3,4	297	12,2	42	996	0	0	10,6
06/01/2024	01	2,4	277	11,3	46	996	0	0	7,7
06/01/2024	02	3,6	274	10,6	49	996	0	0	8,7
06/01/2024	03	3,3	277	10,8	46	997	0	0	8,7
06/01/2024	04	4	274	10,3	50	997	0	0	11,2
06/01/2024	05	2,8	281	10,5	49	997	0	0	8,9
06/01/2024	06	3,9	288	10,4	49	998	0	0	9,7
06/01/2024	07	3,2	287	10,3	49	999	0	0	8,8
06/01/2024	08	4,4	272	9,5	56	1000	40	0	10
06/01/2024	09	2,3	261	10,9	49	1001	203	0	7,2
06/01/2024	10	0,7	282	13,4	42	1001	363	0	4,2
06/01/2024	11	2	305	14,7	34	1001	479	0	8,5
06/01/2024	12	1	311	15,9	30	1000	541	0	6,6
06/01/2024	13	5,8	296	16,1	28	999	523	0	16,4
06/01/2024	14	10,2	303	15,5	29	999	473	0	23,6
06/01/2024	15	11,7	303	15,2	30	1000	350	0	26,3
06/01/2024	16	12,1	304	14,9	29	1001	196	0	27,9
06/01/2024	17	9,1	311	14,4	30	1001	41	0	22,5
06/01/2024	18	8,6	313	13,5	34	1002	0	0	20,2
06/01/2024	19	10,1	312	12,7	37	1002	0	0	21,4
06/01/2024	20	6,9	317	11,9	42	1004	0	0	14,7
06/01/2024	21	4,6	300	11,8	42	1004	0	0	11,6
06/01/2024	22	8,6	309	11,7	43	1004	0	0	18,1
06/01/2024	23	12,4	314	11,6	41	1003	0	0	24,4
07/01/2024	00	11,8	313	11,6	40	1004	0	0	25,2
07/01/2024	01	12,1	307	11,3	40	1004	0	0	22,6
07/01/2024	02	7,2	302	10,3	45	1004	0	0	16,7
07/01/2024	03	2,6	273	10,3	45	1004	0	0	9
07/01/2024	04	4,8	288	9,4	48	1004	0	0	13
07/01/2024	05	3,7	294	8,8	51	1005	0	0	11,3
07/01/2024	06	2,7	300	8,5	52	1005	0	0	10,4
07/01/2024	07	5,3	289	8,4	52	1005	0	0	12,9
07/01/2024	08	2,6	265	8,7	49	1006	42	0	8,8
07/01/2024	09	2,9	270	10,2	45	1006	209	0	9,6
07/01/2024	10	4,5	286	11,9	40	1006	371	0	13,2
07/01/2024	11	7,3	289	12,7	37	1006	487	0	17,2
07/01/2024	12	9,5	307	13,4	35	1005	545	0	21,4
07/01/2024	13	10,5	309	14	33	1004	526	0	21,5
07/01/2024	14	5,8	299	14,9	30	1004	480	0	18,5
07/01/2024	15	7,5	309	15	29	1004	359	0	18,1
07/01/2024	16	6,5	296	15	27	1004	203	0	17,2
07/01/2024	17	3,8	301	14,1	29	1004	44	0	12,2
07/01/2024	18	1,6	304	12,9	32	1004	0	0	4,9
07/01/2024	19	3,7	308	12	35	1004	0	0	9,3
07/01/2024	20	4,3	313	11,4	38	1005	0	0	9,9
07/01/2024	21	1,7	324	10,8	41	1005	0	0	6
07/01/2024	22	2,8	316	10,3	44	1005	0	0	8,3
07/01/2024	23	7,8	310	10,2	44	1005	0	0	17,8
08/01/2024	00	5	307	9,9	44	1005	0	0	12,6
08/01/2024	01	2,8	315	9,5	45	1005	0	0	9,2
08/01/2024	02	5,2	315	9,2	46	1005	0	0	10,4
08/01/2024	03	8	319	9,3	45	1005	0	0	12,8
08/01/2024	04	8,1	317	9,2	45	1004	0	0	15
08/01/2024	05	10,5	315	8,8	45	1004	0	0	18,8
08/01/2024	06	12	314	8,7	44	1003	0	0	22,9
08/01/2024	07	4,9	314	8,6	42	1004	0	0	15,7
08/01/2024	08	2,8	318	8,7	43	1004	42	0	11,5
08/01/2024	09	3,5	307	9,5	42	1005	213	0	13,1
08/01/2024	10	2,4	294	10,8	39	1005	380	0	10,8
08/01/2024	11	6,3	307	11,6	35	1005	499	0	15,8
08/01/2024	12	3,7	298	13,2	29	1005	557	0	11,4
08/01/2024	13	5,8	300	14,2	23	1003	540	0	15
08/01/2024	14	5,2	306	15,1	21	1003	491	0	13,2
08/01/2024	15	5,3	309	15,7	19	1003	369	0	13,2
08/01/2024	16	4,2	312	15,9	19	1003	196	0	10,5
08/01/2024	17	3	312	14,8	18	1004	29	0	8,8
08/01/2024	18	1,3	319	13,5	20	1004	0	0	5,7
08/01/2024	19	0,1	263	13,1	20	1005	0	0	1
08/01/2024	20	0,1	333	12,9	19	1006	0	0	1,3
08/01/2024	21	0,3	272	11,2	35	1006	0	0	3
08/01/2024	22	0,7	278	10,3	38	1006	0	0	3,9
08/01/2024	23	0,6	296	10,2	34	1007	0	0	2,8
09/01/2024	00	0,3	286	9,8	35	1006	0	0	2
09/01/2024	01	0,1	253	9,5	42	1006	0	0	0,4
09/01/2024	02	0,1	269	9,3	45	1006	0	0	0,3
09/01/2024	03	0,1	224	9,1	49	1006	0	0	0,7
09/01/2024	04	0,1	308	9,1	46	1006	0	0	0,7
09/01/2024	05	0,3	274	8,7	41	1006	0	0	2,4
09/01/2024	06	0,1	305	8,7	44	1006	0	0	1,7
09/01/2024	07	0,1	305	9,2	42	1006	0	0	1,2
09/01/2024	08	0,1	300	9,4	42	1007	13	0	0,3
09/01/2024	09	0,1	314	10	41	1007	112	0	0,2
09/01/2024	10	0,1	22	13,9	35	1008	328	0	0,3
09/01/2024	11	0,1	98	14,3	34	1008	370	0	0,3
09/01/2024	12	0,1	20	16,5	30	1007	529	0	0,7
09/01/2024	13	0,4	157	14,6	36	1006	343	0	2,3
09/01/2024	14	0,5	134	14	42	1006	255	0	2,2
09/01/2024	15	0,8	56	14,3	42	1005	254	0	3,7
09/01/2024	16	1,2	58	13,4	57	1005	138	0	5
09/01/2024	17	0,2	211	12,8	67	1005	23	0	3,7
09/01/2024	18	0,8	47	12,3	69	1006	0	0	3,3
09/01/2024	19	3	24	11,8	72	1006	0	0	6,9
09/01/2024	20	2,3	32	11,3	73	1006	0	0	6,4
09/01/2024	21	1,9	26	11,2	74	1006	0	0	6,1
09/01/2024	22	2,2	1	11	74	1006	0	0	6,6
09/01/2024	23	0,3	328	11,1	72	1006	0	0	3,1
10/01/2024	00	0,1	280	10,6	74	1006	0	0	1,1
10/01/2024	01	0,2	302	10	76	1006	0	0	2,6
10/01/2024	02	0,9	309	10	77	1006	0	0	3,3
10/01/2024	03	1	306	9,7	77	1006	0	0	3,1
10/01/2024	04	0,3	303	9,6	77	1006	0	0	3
10/01/2024	05	0,5	293	9,7	75	1005	0	0	2,6
10/01/2024	06	0,1	227	9,3	78	1005	0	0	0,3
10/01/2024	07	0,1	239	9,4	80	1006	0	0	0,2
10/01/2024	08		37	9,6	79	1006	27	0	
10/01/2024	09	0,1	337	11	70	1006	143	0	0,3
10/01/2024	10	0,1	305	11,1	72	1007	123	0	0,9
10/01/2024	11	0,1	250	13,4	66	1007	382	0	0,6
10/01/2024	12	0,4	202	14	64	1006	381	0	3,7
10/01/2024	13	1	177	13,7	65	1005	237	0	4
10/01/2024	14	3,1	210	13,8	62	1004	132	0	9,1
10/01/2024	15	4,6	241	13,6	60	1004	87	0	11,6
10/01/2024	16	5	235	13,6	60	1004	48	0	10,1
10/01/2024	17	4,3	250	14	57	1004	13	0	11,5
10/01/2024	18	4	254	13,8	58	1003	0	0	12,3
10/01/2024	19	3,7	246	13,1	62	1004	0	0	9,7
10/01/2024	20	2,9	267	12,8	61	1004	0	0	8,6
10/01/2024	21	2,9	269	12,6	62	1004	0	0	8,5
10/01/2024	22	2	287	12,6	61	1004	0	0	6,2
10/01/2024	23	2,8	295	12,2	65	1004	0	0	7,8
11/01/2024	00	1,9	278	11,2	81	1004	0	0	6
11/01/2024	01	2,1	271	11,1	83	1004	0	0	5,6
11/01/2024	02	0,5	256	11,2	81	1004	0	0	3,3
11/01/2024	03	0,1	293	11,2	82	1004	0	0	0,7
11/01/2024	04	0,5	26	10,7	86	1004	0	0	1,6
11/01/2024	05	0,2	17	10,6	85	1004	0	0	1,3
11/01/2024	06	0,5	353	9,9	89	1005	0	0	2,7
11/01/2024	07	0,2	342	10,1	87	1005	0	0	1,1
11/01/2024	08	0,1	348	10,4	79	1006	5	0	1,3
11/01/2024	09	0,1	339	10,3	67	1007	30	0	2,2
11/01/2024	10	0,7	316	10,1	63	1008	123	0	4,6
11/01/2024	11	0,2	305	12	55	1008	329	0	1,6
11/01/2024	12	0,2	203	14	48	1008	562	0	1,9
11/01/2024	13	1,1	174	12,8	52	1007	240	0	4,1
11/01/2024	14	1,8	155	12,4	54	1007	254	0	5,6
11/01/2024	15	3,3	162	12,7	54	1007	347	0	7,1
11/01/2024	16	3,3	136	12,1	57	1007	208	0	6,9
11/01/2024	17	1,1	123	11,8	56	1008	45	0	5
11/01/2024	18	0,2	129	11	57	1009	1	0	2
11/01/2024	19	0,2	91	11,3	56	1009	1	0	3
11/01/2024	20	1,6	118	11,3	56	1010	1	0	4,8
11/01/2024	21	0,7	113	11,3	55	1010	0	0	4,5
11/01/2024	22	0,4	39	10,6	56	1011	0	0	2,6
11/01/2024	23	0,9	299	8,6	61	1011	0	0	4,2
12/01/2024	00	0,2	298	8,2	58	1011	0	0	3,6
12/01/2024	01	0,8	332	7,8	57	1011	0	0	3,1
12/01/2024	02	0,1	353	7,8	58	1012	0	0	1,3
12/01/2024	03	0,1	326	7,2	59	1012	0	0	1,1
12/01/2024	04	0,1	305	6,8	61	1012	0	0	0,7
12/01/2024	05	0,4	324	6,7	60	1012	0	0	2
12/01/2024	06	1,3	320	6,4	59	1013	1	0	4,2
12/01/2024	07	2,9	307	5,9	60	1013	1	0	7,7
12/01/2024	08	2,6	309	5,7	60	1014	38	0	7,5
12/01/2024	09	2,8	319	6,3	57	1014	204	0	6,8
12/01/2024	10	0,4	299	9	50	1015	374	0	3,5
12/01/2024	11	0,1	292	11,3	48	1015	495	0	1,5
12/01/2024	12	0,2	216	13,1	48	1014	553	0	2,5
12/01/2024	13	0,5	184	13,6	51	1013	484	0	2,8
12/01/2024	14	2,4	143	12,9	55	1012	568	0	5,3
12/01/2024	15	3,4	149	12,5	60	1012	353	0	6,7
12/01/2024	16	2,2	161	13	61	1012	206	0	6,1
12/01/2024	17	2,3	165	11,4	70	1012	20	0	6,5
12/01/2024	18	0,6	181	10,5	78	1012	1	0	3,4
12/01/2024	19	0,1	186	10,1	80	1013	1	0	0,9
12/01/2024	20	0,1	232	9,9	80	1013	0	0	0,5
12/01/2024	21	0,1	157	9,7	80	1013	0	0	0,2
12/01/2024	22	0,4	298	8,6	83	1013	0	0	2,3
12/01/2024	23	1,9	309	8,1	83	1013	0	0	5
13/01/2024	00	0,5	280	8,1	82	1013	0	0	1,9
13/01/2024	01	0,2	258	7,7	80	1013	0	0	1,3
13/01/2024	02	0,1	267	7,3	81	1012	0	0	0,6
13/01/2024	03	0,1	275	7,1	78	1012	0	0	0,5
13/01/2024	04	0,1	294	6,5	81	1012	0	0	0,7
13/01/2024	05	0,7	300	6,1	80	1012	0	0	2,9
13/01/2024	06	0,7	295	6,3	77	1012	1	0	2,9
13/01/2024	07	0,3	272	6,8	76	1012	1	0	2
13/01/2024	08	0,4	292	7,1	75	1012	20	0	2,2
13/01/2024	09	0,1	300	7,4	71	1013	81	0	0,4
13/01/2024	10	0,2	90	9,8	62	1013	198	0	0,6
13/01/2024	11	0,1	309	10,3	62	1013	247	0	0,3
13/01/2024	12	0,1	144	13,8	49	1012	467	0	0,3
13/01/2024	13	0,1	136	16,1	46	1011	497	0	0,4
13/01/2024	14	0,6	140	15,2	51	1009	456	0	2,3
13/01/2024	15	1,4	134	15,4	53	1009	333	0	3,9
13/01/2024	16	1,1	137	13,3	68	1009	84	0	2,7
13/01/2024	17	0,3	74	13,1	74	1009	21	0	1,4
13/01/2024	18	0,2	93	12,7	76	1009	0	0	0,4
13/01/2024	19	0,1	303	12,3	80	1009	0	0	0,5
13/01/2024	20	0,1	326	11,8	83	1009	0	0	0,4
13/01/2024	21	0,1	289	11,7	82	1009	0	0	0,4
13/01/2024	22	0,3	256	11,6	80	1008	0	0	2,2
13/01/2024	23	1,2	261	11,6	77	1007	0	0	5
14/01/2024	00	1,8	289	12,3	69	1007	0	0	5,1
14/01/2024	01	3,2	255	14,3	56	1006	0	0	8,2
14/01/2024	02	4,2	245	15,3	50	1006	0	0	9,9
14/01/2024	03	3,7	239	15,4	49	1005	0	0	8,7
14/01/2024	04	3,9	223	15,5	47	1005	0	0	8,1
14/01/2024	05	2,1	248	15,6	46	1004	0	0	7
14/01/2024	06	4	245	16	43	1004	0	0	8,5
14/01/2024	07	5,3	238	16,7	40	1004	0	0	11,6
14/01/2024	08	7,6	241	16,9	39	1004	5	0	15,2
14/01/2024	09	8,2	251	16,8	40	1004	106	0	17,7
14/01/2024	10	7,2	258	17,2	41	1004	208	0	18,2
14/01/2024	11	5,2	260	18,2	39	1005	266	0	16,4
14/01/2024	12	3,8	270	18,8	37	1004	195	0	13,1
14/01/2024	13	5,5	262	19,8	33	1003	115	0	15,3
14/01/2024	14	8,3	249	20,7	31	1002	162	0	17,2
14/01/2024	15	9,1	228	21,6	29	1001	275	0	16,6
14/01/2024	16	5,5	240	22,7	25	1001	159	0	14,5
14/01/2024	17	8	244	22,3	25	1000	71	0	18,5
14/01/2024	18	6,2	250	21,3	27	1001	0	0	15,4
14/01/2024	19	2,7	259	20,6	33	1001	0	0	10,6
14/01/2024	20	3,8	272	19,9	38	1001	0	0	12,6
14/01/2024	21	3,1	277	19,4	42	1001	0	0	12,3
14/01/2024	22	2,7	276	18,9	45	1001	0	0	8,7
14/01/2024	23	3,7	280	18,4	48	1001	0	0	10,5
15/01/2024	00	2,1	273	17,6	53	1001	0	0	8,6
15/01/2024	01	1	236	17,1	57	1001	0	0	4,1
15/01/2024	02	3,4	259	16,6	59	1000	0	0	8
15/01/2024	03	3,7	253	16,7	60	1000	0	0	9,4
15/01/2024	04	2,5	258	17,1	61	1000	0	0	10,4
15/01/2024	05	5,5	253	17,2	61	999	0	0	14,7
15/01/2024	06	4,7	255	17,3	63	999	0	0	14,5
15/01/2024	07	5,2	257	17,1	65	999	0	0	15,2
15/01/2024	08	4,8	252	16,9	67	999	3	0	12,5
15/01/2024	09	6,6	268	17,2	69	999	29	0	18,1
15/01/2024	10	7,2	280	17,5	68	999	74	0	18,7
15/01/2024	11	6,8	276	17,9	67	1000	96	0	18,5
15/01/2024	12	8,4	288	18,5	66	999	164	0	19
15/01/2024	13	8,9	271	18,9	64	998	181	0	19,3
15/01/2024	14	6,8	258	19,1	65	997	164	0	17,9
15/01/2024	15	5,4	254	19,9	63	997	166	0	16,1
15/01/2024	16	6,4	258	20,7	59	997	102	0	16,2
15/01/2024	17	4,8	263	20,5	61	997	33	0	14,3
15/01/2024	18	5,5	265	19,9	63	998	1	0	13,8
15/01/2024	19	4,1	258	19,7	63	998	0	0	10,8
15/01/2024	20	3,2	257	19,6	62	999	0	0	10,9
15/01/2024	21	3,5	236	19,3	65	999	0	0	10
15/01/2024	22	5,3	250	19,3	68	999	0	0	12,6
15/01/2024	23	5,7	253	19	71	999	0	0	13,8
16/01/2024	00	5,2	264	19	71	999	0	0	13,7
16/01/2024	01	6,9	257	18,9	72	999	0	0	14,9
16/01/2024	02	5,8	259	19	71	999	0	0	13,8
16/01/2024	03	6,2	266	18,9	71	999	0	0	13,6
16/01/2024	04	5,7	268	18,7	72	999	0	0	14,4
16/01/2024	05	6	278	18,6	73	998	0	0	15,4
16/01/2024	06	3,4	284	19	70	998	0	0	13,4
16/01/2024	07	3,3	275	19,3	67	998	0	0	11,4
16/01/2024	08	3,2	266	19,4	66	998	28	0	9,3
16/01/2024	09	1,9	264	19,9	63	998	78	0	7,5
16/01/2024	10	2	250	20,2	61	999	156	0	8
16/01/2024	11	2,7	266	20,8	56	999	166	0	8,2
16/01/2024	12	2,8	256	20,7	56	999	69	0	9,4
16/01/2024	13	3,7	260	21	57	998	128	0	11,9
16/01/2024	14	2,6	257	21,6	53	997	202	0	8,8
16/01/2024	15	2,6	260	22,4	43	996	232	0	9
16/01/2024	16	3,5	270	22,5	34	996	106	0	12,5
16/01/2024	17	5,6	268	22	37	997	23	0	12,2
16/01/2024	18	5,7	262	21,4	41	997	0	0	12,6
16/01/2024	19	4,1	260	20,5	43	997	0	0	9,7
16/01/2024	20	4,7	264	20,5	36	998	0	0	11,6
16/01/2024	21	2,4	269	20,3	32	998	0	0	8,7
16/01/2024	22	8,4	264	20,1	40	998	0	0	20,6
16/01/2024	23	6,9	254	18,5	57	998	0	0	18,9
17/01/2024	00	3,3	261	17,4	65	997	0	0	11,2
17/01/2024	01	1,8	280	16,9	67	995	0	0	7
17/01/2024	02	0,4	275	16,7	66	994	0	0	3,9
17/01/2024	03	0,4	243	16,2	68	994	0	0	4,9
17/01/2024	04	1,8	258	16,2	66	993	0	0	6,9
17/01/2024	05	2,7	236	16,6	63	992	0	0	6,7
17/01/2024	06	2,7	240	16,2	65	991	0	0	6,5
17/01/2024	07	1,3	249	15,9	66	991	0	0	3,9
17/01/2024	08	1,2	239	15,9	66	991	9	0	6,1
17/01/2024	09	6	255	19,1	54	990	60	0	15,6
17/01/2024	10	4,2	259	19,3	53	990	130	0	11,7
17/01/2024	11	8,1	256	19,4	54	991	309	0	19,5
17/01/2024	12	9,7	249	20,5	50	989	542	0	23,1
17/01/2024	13	11,5	254	21,6	44	988	556	0	26
17/01/2024	14	14,7	257	21,9	37	987	495	2,6	32,7
17/01/2024	15	10,7	255	21,8	38	987	331	0	26,1
17/01/2024	16	13	254	21	44	988	147	0	28
17/01/2024	17	9,4	269	18,4	54	989	35	0	22,5
17/01/2024	18	7,2	248	17,4	62	990	1	0	17,4
17/01/2024	19	8,2	260	17,6	62	990	0	0	21,6
17/01/2024	20	12,4	279	18,3	55	990	0	0	28,3
17/01/2024	21	13,3	275	18,9	51	990	0	0	31,8
17/01/2024	22	12,8	271	18,8	52	991	0	0	28,9
17/01/2024	23	9,5	267	18,5	51	992	0	0	25,1
18/01/2024	00	8	261	18,4	49	993	0	0	21,8
18/01/2024	01	6,8	255	17,9	54	993	0	0	19,6
18/01/2024	02	6,7	250	18	55	993	0	0	19,7
18/01/2024	03	8,1	240	17,7	58	993	0	0	19,4
18/01/2024	04	7,8	248	17,7	59	993	0	0	21,1
18/01/2024	05	6,6	257	17,5	60	994	1	0	19,5
18/01/2024	06	6,6	242	17,4	60	994	0	0	16,4
18/01/2024	07	7,9	257	17,6	59	994	0	0	22,3
18/01/2024	08	4,3	248	17,5	60	995	10	0	14,2
18/01/2024	09	4,7	226	17,6	59	996	101	0	11,8
18/01/2024	10	7,3	245	18,5	57	996	193	0	18
18/01/2024	11	7,2	262	19,5	55	996	367	0	17,9
18/01/2024	12	8,6	269	19,7	53	996	335	0	18,9
18/01/2024	13	8,1	267	20,4	49	995	297	0	21,1
18/01/2024	14	6,6	263	21,3	46	994	390	0	18,2
18/01/2024	15	6,5	264	21,5	45	994	231	0	17,6
18/01/2024	16	5,3	252	21,5	45	994	111	0	15,2
18/01/2024	17	5,1	259	21,5	45	995	74	0	16,3
18/01/2024	18	4,5	254	20,3	50	996	1	0	13,9
18/01/2024	19	3,6	233	19,2	56	996	0	0	8,5
18/01/2024	20	5	241	18,4	61	997	0	0	11,2
18/01/2024	21	3,3	250	18,3	64	997	0	0	10
18/01/2024	22	2,8	247	18	65	997	0	0	9,1
18/01/2024	23	2,4	247	17,7	68	997	0	0	7,5
19/01/2024	00	2,9	246	17,3	71	997	0	0	8,3
19/01/2024	01	2,5	255	16,9	73	996	0	0	8,6
19/01/2024	02	2	297	16,3	73	995	0	0	6,8
19/01/2024	03	0,1	256	15,9	72	995	0	0	1,3
19/01/2024	04	0,5	253	15,8	70	995	0	0	2,3
19/01/2024	05	0,2	235	15,8	73	995	0	0	1,6
19/01/2024	06	0,1	257	15,4	75	995	0	0	1,9
19/01/2024	07	0,1	336	14,8	79	995	0	0	1,6
19/01/2024	08	1,7	40	14,6	78	996	8	0	5,8
